customer_id,age,purchase_amount_usd,review_rating,previous_purchases,size_encoded,subscription_status_encoded,discount_applied_encoded,promo_code_used_encoded,frequency_of_purchases_encoded,vital_stages_encoded,season_encoded,gender,item_purchased,category,location,color,shipping_type,payment_method
-1.0,0.4230769230769231,-0.16666666666666666,-0.4615384615384615,-0.44,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2,1,16,7,1,5
-0.9994870479610156,-0.9615384615384616,0.09523809523809523,-0.4615384615384615,-0.92,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1,23,1,18,12,1,1
-0.9989740959220312,0.23076923076923078,0.30952380952380953,-0.4615384615384615,-0.08,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1,11,1,20,12,2,2
-0.998461143883047,-0.8846153846153846,0.7142857142857143,-0.15384615384615394,0.96,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,14,2,38,12,3,4
-0.9979481918440626,0.038461538461538464,-0.2619047619047619,-0.769230769230769,0.24,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1,2,1,36,21,2,4
-0.9974352398050782,0.07692307692307693,-0.9523809523809523,-0.6153846153846154,-0.44,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1,20,2,49,23,4,5
-0.9969222877660938,0.7307692307692307,0.5952380952380952,-0.3846153846153845,0.96,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1,16,1,25,7,2,1
-0.9964093357271095,-0.6538461538461539,-0.6190476190476191,-0.3846153846153845,-0.24,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1,18,1,17,4,2,2
-0.9958963836881252,-0.6923076923076923,0.8809523809523809,-0.846153846153846,-0.68,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1,4,3,47,19,1,5
-0.9953834316491408,0.5,-0.6904761904761905,0.8461538461538457,-0.84,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1,7,0,24,16,0,1
-0.9948704796101564,0.34615384615384615,-0.6190476190476191,0.3076923076923072,0.04,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1,17,2,3,17,5,0
-0.9943575275711721,-0.5384615384615384,0.19047619047619047,0.923076923076923,-0.6,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,18,1,10,13,5,0
-0.9938445755321877,0.6538461538461539,0.2857142857142857,0.6153846153846151,0.48,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1,4,3,7,6,1,5
-0.9933316234932034,0.8076923076923077,-0.21428571428571427,0.769230769230769,0.24,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1,5,1,28,22,1,4
-0.992818671454219,0.7692307692307693,-0.16666666666666666,0.769230769230769,0.36,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1,4,3,31,20,2,3
-0.9923057194152347,0.7692307692307693,0.5,-0.6923076923076924,-0.68,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1,19,1,38,20,5,4
-0.9917927673762503,-0.7307692307692307,-0.5714285714285714,0.3076923076923072,0.76,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,22,0,0,7,3,3
-0.991279815337266,0.34615384615384615,-0.5238095238095238,0.769230769230769,0.44,3.0,1.0,1.0,1.0,3.0,1.0,0.0,1,5,1,23,10,0,5
-0.9907668632982816,0.3076923076923077,-0.2857142857142857,0.6923076923076917,-0.32,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1,23,1,25,1,2,1
-0.9902539112592973,0.8461538461538461,0.7142857142857143,-0.3076923076923079,0.84,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1,13,1,38,8,4,3
-0.9897409592203129,-0.8846153846153846,-0.21428571428571427,-0.6923076923076924,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1,13,1,17,1,1,1
-0.9892280071813285,-0.5,0.047619047619047616,0.3076923076923072,-0.12,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1,13,1,32,4,5,3
-0.9887150551423441,0.46153846153846156,-0.5476190476190477,-0.3846153846153845,0.28,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1,13,1,4,15,5,3
-0.9882021031033599,-0.5,0.6666666666666666,0.5384615384615384,0.6,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1,13,1,35,23,1,2
-0.9876891510643755,-1.0,-0.9047619047619048,-0.6153846153846154,-0.36,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1,10,3,8,8,5,3
-0.9871761990253911,-1.0,-0.8333333333333334,-0.07692307692307697,-0.44,1.0,1.0,1.0,1.0,4.0,0.0,2.0,1,9,1,42,19,1,4
-0.9866632469864067,-0.23076923076923078,-0.9523809523809523,-0.07692307692307697,-0.48,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1,12,0,27,18,3,2
-0.9861502949474225,0.46153846153846156,-0.09523809523809523,0.9999999999999997,-0.72,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1,18,1,16,5,3,0
-0.9856373429084381,0.38461538461538464,0.8095238095238095,0.5384615384615384,0.64,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1,7,0,32,7,2,4
-0.9851243908694537,-0.5,-0.2857142857142857,0.3076923076923072,-0.44,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1,5,1,49,1,5,2
-0.9846114388304693,0.5,-0.6904761904761905,0.769230769230769,-0.36,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1,12,0,32,1,4,2
-0.984098486791485,-0.4230769230769231,0.4523809523809524,0.769230769230769,0.8,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1,5,1,47,3,5,5
-0.9835855347525007,-0.3076923076923077,0.16666666666666666,0.923076923076923,0.48,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1,10,3,15,19,2,5
-0.9830725827135163,0.38461538461538464,-0.5238095238095238,-0.3076923076923079,0.8,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1,13,1,5,8,5,1
-0.9825596306745319,-0.3076923076923077,0.7380952380952381,0.6923076923076917,0.52,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1,24,1,33,22,0,4
-0.9820466786355476,0.38461538461538464,-0.6428571428571429,0.2307692307692306,0.92,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,2,1,20,5,0,2
-0.9815337265965632,-0.34615384615384615,0.21428571428571427,0.6923076923076917,0.76,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,24,1,12,12,2,4
-0.9810207745575789,-0.34615384615384615,-0.35714285714285715,-0.6923076923076924,-0.6,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1,11,1,13,5,5,4
-0.9805078225185945,-0.5769230769230769,-0.5476190476190477,0.0,0.76,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1,5,1,8,18,0,5
-0.9799948704796102,1.0,0.0,0.3846153846153845,-0.28,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,13,1,2,21,1,2
-0.9794819184406258,0.9615384615384616,0.38095238095238093,0.6923076923076917,0.24,2.0,1.0,1.0,1.0,3.0,2.0,0.0,1,7,0,17,0,3,3
-0.9789689664016414,0.8846153846153846,-0.5,0.6153846153846151,0.6,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1,15,0,1,14,4,5
-0.9784560143626571,-0.9230769230769231,0.9523809523809523,0.3076923076923072,-0.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1,4,3,41,0,2,4
-0.9779430623236728,-0.7307692307692307,0.21428571428571427,0.0,-0.24,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1,15,0,34,10,5,4
-0.9774301102846884,-0.19230769230769232,-0.16666666666666666,0.6923076923076917,0.8,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1,8,0,16,19,2,4
-0.976917158245704,0.23076923076923078,-0.9285714285714286,-0.6153846153846154,0.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,1,21,1,41,9,0,4
-0.9764042062067196,0.5,-0.40476190476190477,-0.6153846153846154,0.8,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1,16,1,4,23,5,1
